Tournament,Stage,Match Type,Match Name,Map,Team,order,pistol_win_rate_last5,fullbuy_win_rate_last5,eco_win_rate_last5
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Lotus,Team Vitality,934,0.5,0.4963636363636363,0.4333333333333333
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Ascent,Gentle Mates,935,0.3,0.5672619047619047,0.2
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Ascent,Team Vitality,935,0.5,0.48545454545454547,0.4333333333333333
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Sunset,FUT Esports,936,0.4,0.5774747474747475,0.3
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Sunset,BBL Esports,936,0.7,0.6233158508158508,0.6
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Ascent,BBL Esports,937,0.7,0.5596794871794872,0.6
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Ascent,FUT Esports,937,0.4,0.5913636363636364,0.25
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,Karmine Corp,938,0.7,0.5234920634920635,0.6333333333333333
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,Team Liquid,938,0.9,0.6826043237807944,0.8
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,Karmine Corp,939,0.7,0.5127777777777778,0.6333333333333333
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,Team Liquid,939,0.8,0.6871794871794872,0.6666666666666666
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Sunset,Karmine Corp,940,0.6,0.4905555555555555,0.5
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Sunset,Team Liquid,940,0.7,0.6819163292847504,0.6
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Corrode,BBL Esports,941,0.8,0.5638461538461539,0.7333333333333334
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Corrode,FNATIC,941,0.4,0.5154932786511733,0.4
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Ascent,FNATIC,942,0.6,0.5058441558441558,0.6
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Ascent,BBL Esports,942,0.7,0.5796037296037296,0.6666666666666667
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,BBL Esports,943,0.7,0.5857575757575757,0.6666666666666667
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,FNATIC,943,0.6,0.4951298701298702,0.5999999999999999
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,GIANTX,944,0.5,0.3575,0.39999999999999997
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,Natus Vincere,944,0.5,0.6248593073593074,0.5166666666666666
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Haven,GIANTX,945,0.4,0.33464285714285713,0.3333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Haven,Natus Vincere,945,0.6,0.6479362304362304,0.65
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Ascent,GIANTX,946,0.5,0.313051948051948,0.4666666666666666
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Ascent,Natus Vincere,946,0.5,0.6103604728604728,0.5833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox,Team Heretics,947,0.6,0.7317948717948718,0.5333333333333332
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox,BBL Esports,947,0.7,0.6190909090909091,0.6666666666666667
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,BBL Esports,948,0.7,0.6590909090909091,0.6
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,Team Heretics,948,0.5,0.6433333333333333,0.5166666666666666
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Sunset,Team Liquid,949,0.5,0.6457172342621259,0.45
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Sunset,GIANTX,949,0.4,0.3115134865134865,0.33333333333333326
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Corrode,GIANTX,950,0.4,0.3309579309579309,0.3333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Corrode,Team Liquid,950,0.5,0.6760202645651562,0.45
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Ascent,GIANTX,951,0.4,0.5023865023865024,0.3333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Ascent,Team Liquid,951,0.5,0.5839567725016642,0.45
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Haven,Karmine Corp,952,0.6,0.44305555555555554,0.5
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Haven,FNATIC,952,0.6,0.5784632034632035,0.65
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Corrode,Karmine Corp,953,0.5,0.46686507936507937,0.39999999999999997
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Corrode,FNATIC,953,0.6,0.4819597069597069,0.65
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,954,0.5,0.5446428571428571,0.39999999999999997
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,FNATIC,954,0.6,0.4457692307692308,0.65
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Haven,Team Vitality,955,0.5,0.533073593073593,0.3833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Haven,Natus Vincere,955,0.6,0.5395271395271395,0.6
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Bind,Team Vitality,956,0.5,0.5397402597402599,0.3833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Bind,Natus Vincere,956,0.6,0.5827505827505828,0.5333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Lotus,GIANTX,957,0.5,0.5577436452436453,0.3833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Lotus,FNATIC,957,0.6,0.4563752913752914,0.65
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Sunset,FNATIC,958,0.6,0.47228438228438224,0.5833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Sunset,GIANTX,958,0.4,0.6001678876678876,0.24999999999999994
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Icebox,Team Heretics,959,0.4,0.6016666666666667,0.38333333333333325
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Icebox,Natus Vincere,959,0.6,0.565867465867466,0.5333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Haven,Natus Vincere,960,0.6,0.5882450882450883,0.5333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,960,0.3,0.5254761904761904,0.3166666666666666
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,Team Liquid,961,0.5,0.6084012169461086,0.45
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,BBL Esports,961,0.7,0.649090909090909,0.6
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Sunset,Team Liquid,962,0.5,0.6279500891265597,0.45
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Sunset,BBL Esports,962,0.8,0.6323076923076922,0.6666666666666667
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Bind,BBL Esports,963,0.7,0.5865934065934065,0.65
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Bind,Team Liquid,963,0.7,0.5830303030303031,0.6
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Icebox,Natus Vincere,964,0.7,0.622011322011322,0.6
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Icebox,GIANTX,964,0.5,0.5617063492063492,0.3833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,GIANTX,965,0.5,0.5772619047619048,0.38333333333333325
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,Natus Vincere,965,0.7,0.6982017982017983,0.5999999999999999
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Haven,Natus Vincere,966,0.6,0.6597402597402597,0.5333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Haven,GIANTX,966,0.7,0.5391666666666667,0.5833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Ascent,BBL Esports,967,0.7,0.5246886446886447,0.5833333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Ascent,GIANTX,967,0.8,0.572121212121212,0.7333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Sunset,GIANTX,968,0.9,0.6187878787878789,0.8666666666666666
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Sunset,BBL Esports,968,0.5,0.4513553113553114,0.45
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Bind,GIANTX,969,0.8,0.6562878787878789,0.7333333333333333
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Bind,BBL Esports,969,0.4,0.4355977355977356,0.31666666666666665
VCT 2025: EMEA Stage 2,Showmatch,Main Event,Team France vs Team EMEA,Corrode,Team EMEA,970,,,
VCT 2025: EMEA Stage 2,Showmatch,Main Event,Team France vs Team EMEA,Corrode,Team France,970,,,
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Bind,Team Liquid,971,0.6,0.5443939393939394,0.5833333333333334
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Bind,GIANTX,971,0.9,0.7053787878787878,0.8666666666666666
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Lotus,Team Liquid,972,0.5,0.592012987012987,0.45
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Lotus,GIANTX,972,0.8,0.6720454545454546,0.7333333333333332
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,Team Liquid,973,0.5,0.5828463203463203,0.45
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,GIANTX,973,0.7,0.6265909090909091,0.5999999999999999
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Bind,BOOM Esports,974,0.4,0.4133333333333333,0.3333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Bind,TALON,974,0.3,0.5297435897435897,0.17333333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Icebox,BOOM Esports,975,0.2,0.4066666666666666,0.13333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Icebox,TALON,975,0.4,0.5143589743589743,0.24
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Sunset,Team Secret,976,0.7,0.4906642377230613,0.6333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Sunset,Nongshim RedForce,976,0.7,0.5520979020979021,0.6333333333333332
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Ascent,Team Secret,977,0.8,0.5140408610996846,0.7666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Ascent,Nongshim RedForce,977,0.6,0.5066433566433567,0.5666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Lotus,Nongshim RedForce,978,0.5,0.5148484848484849,0.5
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Lotus,Team Secret,978,0.9,0.5695964166552401,0.8666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Haven,Paper Rex,979,0.3,0.659809863339275,0.1999999999999999
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Haven,T1,979,0.4,0.3978787878787879,0.45
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,Paper Rex,980,0.3,0.6395200082668113,0.1999999999999999
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,T1,980,0.5,0.3729984051036682,0.4666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Haven,DRX,981,0.5,0.5550051599587204,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Haven,Gen.G,981,0.7,0.45912087912087907,0.7
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Corrode,DRX,982,0.5,0.49912280701754386,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Corrode,Gen.G,982,0.7,0.4821978021978023,0.6666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Corrode,Global Esports,983,0.4,0.32987012987012987,0.3666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Corrode,Rex Regum Qeon,983,0.4,0.4783613445378151,0.31666666666666665
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Haven,Rex Regum Qeon,984,0.5,0.42738095238095236,0.3833333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Haven,Global Esports,984,0.3,0.4237162837162837,0.23333333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,985,0.6,0.5480844155844157,0.44666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,985,0.2,0.4173076923076923,0.13333333333333336
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,986,0.3,0.5173076923076924,0.2666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,986,0.4,0.4480844155844156,0.24666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,DetonatioN FocusMe,987,0.3,0.425,0.2666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,ZETA DIVISION,987,0.5,0.48300505050505055,0.3666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,DRX,988,0.5,0.40745614035087724,0.3333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,Nongshim RedForce,988,0.6,0.5572727272727273,0.6
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Bind,DRX,989,0.5,0.4416666666666667,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Bind,Nongshim RedForce,989,0.5,0.4966666666666667,0.4666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Lotus,DRX,990,0.4,0.4216666666666667,0.33333333333333337
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Lotus,Nongshim RedForce,990,0.5,0.5866666666666667,0.39999999999999997
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Ascent,T1,991,0.5,0.4071650717703349,0.4666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Ascent,BOOM Esports,991,0.1,0.4193650793650793,0.06666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Corrode,BOOM Esports,992,0.1,0.4162881562881563,0.06666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Corrode,T1,992,0.4,0.4045676691729323,0.33333333333333326
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,Global Esports,993,0.4,0.5303829503829504,0.3
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,Team Secret,993,0.7,0.5387140637140637,0.7333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Corrode,Team Secret,994,0.7,0.5514413364413364,0.7333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Corrode,Global Esports,994,0.3,0.517049617049617,0.23333333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Lotus,Team Secret,995,0.7,0.512979797979798,0.7
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Lotus,Global Esports,995,0.4,0.5765734265734267,0.33333333333333337
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,996,0.2,0.4954545454545455,0.20000000000000004
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,Paper Rex,996,0.3,0.6128946212699073,0.1999999999999999
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,997,0.2,0.5204545454545455,0.20000000000000004
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,Paper Rex,997,0.4,0.6128946212699073,0.3333333333333332
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,ZETA DIVISION,998,0.6,0.46967171717171724,0.45
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,TALON,998,0.6,0.5476923076923077,0.44000000000000006
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,TALON,999,0.8,0.5149650349650349,0.64
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,ZETA DIVISION,999,0.5,0.43217171717171726,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,Rex Regum Qeon,1000,0.5,0.3638888888888889,0.45
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,Gen.G,1000,0.7,0.5503296703296703,0.6666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Gen.G,1001,0.7,0.633966033966034,0.6666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Rex Regum Qeon,1001,0.5,0.3705555555555556,0.38333333333333336
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,Rex Regum Qeon,1002,0.5,0.3038888888888889,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,Gen.G,1002,0.6,0.6185814185814186,0.5666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,Global Esports,1003,0.3,0.6181318681318682,0.23333333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,Gen.G,1003,0.4,0.6328671328671329,0.36666666666666664
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,Global Esports,1004,0.4,0.6442857142857142,0.3666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,Gen.G,1004,0.3,0.5383616383616384,0.3
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,Global Esports,1005,0.4,0.4776190476190476,0.36666666666666664
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,Gen.G,1005,0.3,0.5663336663336663,0.2333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,DetonatioN FocusMe,1006,0.2,0.5593434343434344,0.20000000000000004
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,TALON,1006,0.8,0.5980419580419579,0.7066666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,TALON,1007,0.7,0.6485181485181485,0.6666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,DetonatioN FocusMe,1007,0.2,0.4393434343434343,0.20000000000000004
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,TALON,1008,0.6,0.6074925074925075,0.6
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,DetonatioN FocusMe,1008,0.3,0.5822005772005772,0.2666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,ZETA DIVISION,1009,0.5,0.4451587301587302,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,T1,1009,0.4,0.5117105263157895,0.3333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,ZETA DIVISION,1010,0.6,0.4718253968253968,0.4666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,T1,1010,0.5,0.6183771929824561,0.4
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,Rex Regum Qeon,1011,0.6,0.3561616161616161,0.5333333333333334
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,Nongshim RedForce,1011,0.6,0.58,0.4666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,Nongshim RedForce,1012,0.6,0.5862745098039215,0.4666666666666667
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,Rex Regum Qeon,1012,0.7,0.34663780663780663,0.6666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,Nongshim RedForce,1013,0.5,0.5362745098039216,0.3333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,Rex Regum Qeon,1013,0.7,0.45298701298701294,0.6
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,DRX,1014,0.4,0.4692857142857143,0.33333333333333337
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,Team Secret,1014,0.7,0.5577350427350427,0.6333333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Icebox,DRX,1015,0.4,0.5859523809523809,0.33333333333333337
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Icebox,Team Secret,1015,0.6,0.525989010989011,0.5
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,1016,0.3,0.4197069597069597,0.26666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,Paper Rex,1016,0.6,0.5970216053968914,0.5333333333333332
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,1017,0.5,0.35607059607059605,0.4666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,Paper Rex,1017,0.5,0.6462523746276606,0.4666666666666665
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,1018,0.3,0.5598401598401599,0.21666666666666665
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Team Secret,1018,0.8,0.4843223443223444,0.6
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,1019,0.3,0.6493506493506492,0.25
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Team Secret,1019,0.7,0.3443223443223443,0.4666666666666666
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Corrode,TALON,1020,0.5,0.5408258408258407,0.45
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Corrode,T1,1020,0.5,0.7033974358974359,0.3833333333333333
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,TALON,1021,0.4,0.5385531135531135,0.31666666666666665
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,T1,1021,0.4,0.7082051282051282,0.24999999999999994
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,1022,0.4,0.5492460317460318,0.33333333333333337
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,BOOM Esports,1022,0.6,0.33966033966033965,0.5333333333333333
